# Time	pop00	pop01	pop10	pop11	pop_std00	pop_std01,	pop_std10	pop_std11
# 
7.636699999999999591e+02 1.862300000000000066e-01 4.384799999999999809e-01 1.740599999999999925e-01 2.012299999999999922e-01 2.712099999999999927e-02 3.178399999999999975e-02 2.587599999999999970e-02 2.934099999999999903e-02
7.933300000000000409e+02 1.298999999999999877e-01 5.723300000000000054e-01 1.085799999999999960e-01 1.891799999999999871e-01 2.572500000000000134e-02 3.285799999999999832e-02 2.223299999999999929e-02 3.010200000000000028e-02
8.230000000000000000e+02 8.250300000000000689e-02 7.018900000000000139e-01 7.439700000000000479e-02 1.412100000000000022e-01 2.667800000000000032e-02 3.514599999999999669e-02 2.208500000000000046e-02 3.137000000000000205e-02
8.526699999999999591e+02 1.034199999999999980e-01 7.357700000000000351e-01 6.539699999999999680e-02 9.540899999999999381e-02 2.780600000000000085e-02 3.627899999999999875e-02 2.078899999999999845e-02 3.078399999999999886e-02
8.823300000000000409e+02 7.163500000000000423e-02 7.592400000000000260e-01 6.301600000000000257e-02 1.061099999999999960e-01 2.747799999999999895e-02 3.686199999999999893e-02 2.036800000000000069e-02 3.146199999999999691e-02
9.120000000000000000e+02 7.300099999999999645e-02 7.033899999999999597e-01 7.507199999999999984e-02 1.485299999999999954e-01 2.680300000000000044e-02 3.573199999999999987e-02 2.134899999999999992e-02 3.225000000000000089e-02
9.416699999999999591e+02 1.264500000000000068e-01 6.897900000000000142e-01 5.609100000000000197e-02 1.276799999999999879e-01 2.735699999999999937e-02 3.509299999999999919e-02 2.047200000000000061e-02 3.102999999999999856e-02
9.713300000000000409e+02 5.099499999999999866e-02 7.435899999999999732e-01 8.582700000000000051e-02 1.195900000000000019e-01 2.742800000000000099e-02 3.715700000000000253e-02 2.115600000000000119e-02 3.212299999999999878e-02
1.001000000000000000e+03 9.973700000000000621e-02 7.634999999999999565e-01 4.918199999999999655e-02 8.758499999999999619e-02 2.655199999999999921e-02 3.721900000000000208e-02 1.941100000000000117e-02 3.107199999999999893e-02
1.030700000000000045e+03 1.227499999999999980e-01 6.998400000000000176e-01 4.791499999999999926e-02 1.295000000000000040e-01 2.704900000000000013e-02 3.497299999999999714e-02 2.079900000000000151e-02 3.068500000000000047e-02
1.060299999999999955e+03 1.152399999999999952e-01 6.736900000000000110e-01 8.112199999999999966e-02 1.299500000000000099e-01 2.681499999999999856e-02 3.421400000000000136e-02 2.144799999999999832e-02 3.060399999999999926e-02
