# Time	pop00	pop01	pop10	pop11	pop_std00	pop_std01,	pop_std10	pop_std11
# 
6.193300000000000409e+02 2.443799999999999861e-01 1.952500000000000069e-01 2.975300000000000167e-01 2.628499999999999726e-01 2.884799999999999864e-02 2.592099999999999960e-02 2.965699999999999933e-02 2.789000000000000160e-02
6.440000000000000000e+02 3.607500000000000151e-01 1.823500000000000121e-01 2.594899999999999984e-01 1.974100000000000021e-01 2.927899999999999947e-02 2.669300000000000145e-02 2.923699999999999910e-02 2.638800000000000173e-02
6.686699999999999591e+02 5.677400000000000224e-01 1.114699999999999996e-01 2.036799999999999999e-01 1.171200000000000019e-01 3.417200000000000099e-02 2.571899999999999881e-02 3.116899999999999879e-02 2.212799999999999837e-02
6.933300000000000409e+02 7.410299999999999665e-01 4.671800000000000258e-02 1.292800000000000060e-01 8.296800000000000008e-02 3.542599999999999916e-02 2.456500000000000003e-02 3.221999999999999864e-02 2.065300000000000122e-02
7.180000000000000000e+02 7.963299999999999823e-01 6.743100000000000482e-02 1.134200000000000069e-01 2.281499999999999848e-02 3.721000000000000002e-02 2.581999999999999920e-02 3.348700000000000288e-02 1.930899999999999977e-02
7.426699999999999591e+02 8.266400000000000414e-01 6.222199999999999953e-02 9.045100000000000362e-02 2.068899999999999906e-02 4.004499999999999726e-02 2.680499999999999897e-02 3.434000000000000247e-02 1.862700000000000120e-02
7.673300000000000409e+02 8.526000000000000245e-01 3.243399999999999755e-02 7.751199999999999757e-02 3.745600000000000318e-02 3.905399999999999844e-02 2.580500000000000155e-02 3.367300000000000154e-02 1.843200000000000047e-02
7.920000000000000000e+02 8.379299999999999526e-01 7.470200000000000451e-02 7.335600000000000454e-02 1.401499999999999968e-02 3.979900000000000104e-02 2.694900000000000073e-02 3.471799999999999886e-02 1.858999999999999889e-02
8.166699999999999591e+02 8.037800000000000500e-01 1.055900000000000033e-01 9.662400000000000155e-02 -5.998299999999999813e-03 3.635900000000000243e-02 2.618600000000000094e-02 3.186300000000000243e-02 1.912600000000000064e-02
8.413300000000000409e+02 8.074799999999999756e-01 5.654499999999999804e-02 8.440799999999999692e-02 5.156399999999999872e-02 3.889299999999999702e-02 2.620899999999999966e-02 3.406100000000000100e-02 2.016099999999999837e-02
8.660000000000000000e+02 8.645300000000000207e-01 4.469999999999999668e-02 5.979600000000000193e-02 3.097099999999999853e-02 3.857499999999999818e-02 2.639700000000000032e-02 3.353199999999999931e-02 1.925400000000000028e-02
8.906699999999999591e+02 8.567500000000000115e-01 4.354100000000000331e-02 5.805899999999999950e-02 4.164500000000000146e-02 3.910600000000000187e-02 2.675599999999999853e-02 3.384199999999999708e-02 1.906899999999999915e-02
9.153300000000000409e+02 8.108899999999999997e-01 9.828499999999999737e-02 9.800699999999999690e-02 -7.178699999999999665e-03 3.714300000000000240e-02 2.471500000000000086e-02 3.207200000000000328e-02 1.782100000000000004e-02
